"boisselière";0
"boitier";1
"boitière";0
"bombeur";1
"bombeuse";0
"bonbonneur";1
"bonbonneuse";0
"bonnetier";1
"bonnetière";0
"bordeur";1
"bordeuse";0
"bordureur";1
"bordureuse";0
"borneur";1
"borneuse";0
"botteur";1
"botteuse";0
"bottier";1
"bottière";0
"boucher";1
"bouchère";0
"boucheur";1
"boucheuse";0
"boucholeur";1
"boucholeuse";0
"bouchonneur";1
"bouchonneuse";0
"bouchonnier";1
"bouchonnière";0
"boudineur";1
"boudineuse";0
"bouilleur";1
"bouilleuse";0
"bouilloteur";1
"bouilloteuse";0
"boulanger";1
"boulangère";0
"boulonneur";1
"boulonneuse";0
"boulonnier";1
"boulonnière";0
"bourdonneur";1
"bourdonneuse";0
"bourrelier";1
"bourrelière";0
"bourreur";1
"bourreuse";0
"boursier";1
"boursière";0
"bouvier";1
"bouvière";0
"boxeur";1
"boxeuse";0
"boyaudier";1
"boyaudière";0
"brancardier";1
"brancardière";0
"braseur";1
"braseuse";0
"brasqueur";1
"brasqueuse";0
"brasseur";1
"brasseuse";0
"bricoleur";1
"bricoleuse";0
"brideur";1
"brideuse";0
"brigadier";1
"brigadière";0
"briqueteur";1
"briqueteuse";0
"brocanteur";1
"brocanteuse";0
"brocheur";1
"brocheuse";0
"brodeur";1
"brodeuse";0
"bronzeur";1
"bronzeuse";0
"bronzier";1
"bronzière";0
"brossier";1
"brossière";0
"broyeur";1
"broyeuse";0
"bruiteur";1
"bruiteuse";0
"brunisseur";1
"brunisseuse";0
"buandier";1
"buandière";0
"bucheron";1
"bucheronne";0
"buffetier";1
"buffetière";0
"bulbiculteur";1
"bulbicultrice";0
"burineur";1
"burineuse";0
"buronnier";1
"buronnière";0
"cabaretier";1
"cabaretière";0
"câbleur";1
"câbleuse";0
"câblier";1
"câblière";0
"cachetier";1
"cachetière";0
"cadet";1
"cadette";0
"cadmieur";1
"cadmieuse";0
"cadreur";1
"cadreuse";0
"cafetier";1
"cafetière";0
"caissier";1
"caissière";0
"calandreur";1
"calandreuse";0
"calculateur";1
"calculatrice";0
"calfat";1
"calfate";0
"calibreur";1
"calibreuse";0
"calier";1
"calière";0
"calorifugeur";1
"calorifugeuse";0
"calqueur";1
"calqueuse";0
"camelot";1
"camelote";0
"cameraman";1
"camionneur";1
"camionneuse";0
"canalisateur";1
"canalisatrice";0
"candidat";1
"candidate";0
"canneteur";1
"canneteuse";0
"canneur";1
"canneuse";0
"canoteur";1
"canoteuse";0
"canotier";1
"canotière";0
"cantinier";1
"cantinière";0
"cantonnier";1
"cantonnière";0
"canuse";0
"canut";1
"caoutchouteur";1
"caoutchouteuse";0
"caoutchoutier";1
"caoutchoutière";0
"capilliculteur";1
"capillicultrice";0
"caporal";1
"caporale";0
"capucin";1
"capucine";0
"carbonisateur";1
"carbonisatrice";0
"carboniseur";1
"carboniseuse";0
"carburier";1
"carburière";0
"cardeur";1
"cardeuse";0
"cardier";1
"cardière";0
"caréneur";1
"caréneuse";0
"carillonneur";1
"carillonneuse";0
"carme";1
"carmélite";0
"carreautier";1
"carreautière";0
"carreleur";1
"carreleuse";0
"carreur";1
"carreuse";0
"carrier";1
"carrossier";1
"carrossière";0
"cartier";1
"cartière";0
"cartomancien";1
"cartomancienne";0
"cartonnier";1
"cartonnière";0
"cascadeur";1
"cascadeuse";0
"casernier";1
"casernière";0
"casquettier";1
"casquettière";0
"casserolier";1
"casserolière";0
"casseur";1
"casseuse";0
"catalogueur";1
"catalogueuse";0
"catcheur";1
"catcheuse";0
"cavalier";1
"cavalière";0
"caveur";1
"caveuse";0
"ceinturier";1
"ceinturière";0
"ceinturonnier";1
"ceinturonnière";0
"cellophaneur";1
"cellophaneuse";0
"cémenteur";1
"cémenteuse";0
"cendrier";1
"cendrière";0
"censeur";1
"censeure";0
"centralien";1
"centralienne";0
"centreur";1
"centreuse";0
"centrifugeur";1
"centrifugeuse";0
"céréaliculteur";1
"céréalicultrice";0
"céréalier";1
"céréalière";0
"certifié";1
"certifiée";0
"chaisier";1
"chaisière";0
"chamoiseur";1
"chamoiseuse";0
"chancelier";1
"chancelière";0
"chanfreineur";1
"chanfreineuse";0
"changeur";1
"changeuse";0
"chanoine";1
"chanoinesse";0
"chansonnier";1
"chansonnière";0
"chanteur";1
"chanteuse";0
"chantourneur";1
"chantourneuse";0
"chapelier";1
"chapelière";0
"charbonnier";1
"charbonnière";0
"charcutier";1
"charcutière";0
"chargeur";1
"chargeuse";0
"charpentier";1
"charpentière";0
"charron";1
"charronne";0
"chartreuse";0
"chartreux";1
"chasseur";1
"chasseuse";0
"chaudronnier";1
"chaudronnière";0
"chauffeur";1
"chauffeuse";0
"chausseur";1
"chausseuse";0
"cheminot";1
"cheminote";0
"chercheur";1
"chercheuse";0
"chevalier";1
"chevalière";0
"chevillard";1
"chevillarde";0
"chevrier";1
"chevrière";0
"chiffonnier";1
"chiffonnière";0
"chiffreur";1
"chiffreuse";0
"chiromancien";1
"chiromancienne";0
"chiropracteur";1
"chiropractrice";0
"chiropraticien";1
"chiropraticienne";0
"chirurgien";1
"chirurgienne";0
"chlorier";1
"chlorière";0
"chocolatier";1
"chocolatière";0
"choisisseur";1
"choisisseuse";0
"chômeur";1
"chômeuse";0
"chromalineur";1
"chromalineuse";0
"chromeur";1
"chromeuse";0
"chromoteur";1
"chromoteuse";0
"chroniqueur";1
"chroniqueuse";0
"chronométreur";1
"chronométreuse";0
"chronométrier";1
"chronométrière";0
"cigarier";1
"cigarière";0
"cimentier";1
"cimentière";0
"cintreur";1
"cintreuse";0
"cintrier";1
"cintrière";0
"cireur";1
"cireuse";0
"cisailleur";1
"cisailleuse";0
"ciseleur";1
"ciseleuse";0
"cistercien";1
"cistercienne";0
"citernier";1
"citernière";0
"classeur";1
"classeuse";0
"classier";1
"classière";0
"clicheur";1
"clicheuse";0
"client";1
"cliente";0
"clinicien";1
"clinicienne";0
"cliométricien";1
"cliométricienne";0
"cliveur";1
"cliveuse";0
"cloueur";1
"cloueuse";0
"cocher";1
"cochère";0
"coconneur";1
"coconneuse";0
"codeur";1
"codeuse";0
"codificateur";1
"codificatrice";0
"codifieur";1
"codifieuse";0
"coffretier";1
"coffretière";0
"coffreur";1
"coffreuse";0
"cogniticien";1
"cogniticienne";0
"coiffeur";1
"coiffeuse";0
"cokier";1
"cokière";0
"collaborateur";1
"collaboratrice";0
"collecteur";1
"collectrice";0
"colleteur";1
"colleteuse";0
"colleur";1
"colleuse";0
"colonel";1
"colonelle";0
"colporteur";1
"colporteuse";0
"combattant";1
"combattante";0
"comédien";1
"comédienne";0
"commandant";1
"commandante";0
"commandeur";1
"commandeure";0
"commentateur";1
"commentatrice";0
"commerçant";1
"commerçante";0
"commise";0
"communard";1
"communarde";0
"communicateur";1
"communicatrice";0
"compagnon";1
"compagnonne";0
"compétiteur";1
"compétitrice";0
"compograveur";1
"compograveuse";0
"composeur";1
"composeuse";0
"compositeur";1
"compositrice";0
"composteur";1
"composteuse";0
"compteuse";0
"comte";1
"comtesse";0
"concentrateur";1
"concentratrice";0
"concentreur";1
"concentreuse";0
"concepteur";1
"conceptrice";0
"conchyliculteur";1
"conchylicultrice";0
"conciliateur";1
"conciliatrice";0
"conditionneur";1
"conditionneuse";0
"conducteur";1
"conductrice";0
"conduiseur";1
"conduiseuse";0
"confectionneur";1
"confectionneuse";0
"conférencier";1
"conférencière";0
"confiseur";1
"confiseuse";0
"confiturier";1
"confiturière";0
"confrère";1
"conseiller";1
"conseillère";0
"conserveur";1
"conserveuse";0
"consœur";0
"constructeur";1
"constructrice";0
"consul";1
"consule";0
"consultant";1
"consultante";0
"conteur";1
"conteuse";0
"contractuel";1
"contractuelle";0
"contremaitre";1
"contremaitresse";0
"contrôleur";1
"contrôleuse";0
"convers";1
"convoyeur";1
"convoyeuse";0
"coopérant";1
"coopérante";0
"coordinateur";1
"coordinatrice";0
"coordonnateur";1
"coordonnatrice";0
"coquilleur";1
"coquilleuse";0
"cordier";1
"cordière";0
"cordonnier";1
"cordonnière";0
"correcteur";1
"correctrice";0
"correspondancier";1
"correspondancière";0
"correspondant";1
"correspondante";0
"corroyeur";1
"corroyeuse";0
"corsetier";1
"corsetière";0
"cosméticien";1
"cosméticienne";0
"costumier";1
"costumière";0
"coturniculteur";1
"coturnicultrice";0
"coucheur";1
"coucheuse";0
"couleuse";0
"coulonnier";1
"coulonnière";0
"coupeur";1
"coupeuse";0
"coureur";1
"coureuse";0
"courrière";0
"coursier";1
"coursière";0
"courtier";1
"courtière";0
"couseur";1
"couseuse";0
"coutelier";1
"coutelière";0
"couturier";1
"couturière";0
"couturniculteur";1
"couturnicultrice";0
"couvreur";1
"couvreuse";0
"créateur";1
"créatif";1
"créative";0
"créatrice";0
"crémier";1
"crémière";0
"crêpier";1
"crêpière";0
"crépisseur";1
"crépisseuse";0
"cressiculteur";1
"cressicultrice";0
"cribleur";1
"cribleuse";0
"crieur";1
"crieuse";0
"cristallier";1
"cristallière";0
"croissantier";1
"croissantière";0
"croqueur";1
"croqueuse";0
"croupier";1
"croupière";0
"crouponneur";1
"crouponneuse";0
"crustaciculteur";1
"crustacicultrice";0
"cubilotier";1
"cubilotière";0
"cueilleur";1
"cueilleuse";0
"cuiseur";1
"cuiseuse";0
"cuisinier";1
"cuisinière";0
"cuivreur";1
"cuivreuse";0
"culottier";1
"culottière";0
"cultivateur";1
"cultivatrice";0
"cuniculiculteur";1
"cuniculicultrice";0
"curateur";1
"curatrice";0
"cybernéticien";1
"cybernéticienne";0
"cylindreur";1
"cylindreuse";0
"cyndinicien";1
"cyndinicienne";0
"cyniculteur";1
"cynicultrice";0
"dalleur";1
"dalleuse";0
"damasquineur";1
"damasquineuse";0
"danseur";1
"danseuse";0
"débardeur";1
"débardeuse";0
"débarrasseur";1
"débarrasseuse";0
"débâtisseur";1
"débâtisseuse";0
"débitant";1
"débitante";0
"débiteur";1
"débiteuse";0
"débobineur";1
"débobineuse";0
"débogueur";1
"débogueuse";0
"débordeur";1
"débordeuse";0
"débosseleur";1
"débosseleuse";0
"déboureur";1
"déboureuse";0
"débroussailleur";1
"débroussailleuse";0
"débruteur";1
"débruteuse";0
"décalabreur";1
"décalabreuse";0
"décalqueur";1
"décalqueuse";0
"décapeur";1
"décapeuse";0
"décasteur";1
"décasteuse";0
"déchappeur";1
"déchappeuse";0
"déchargeur";1
"déchargeuse";0
"décideur";1
"décideuse";0
"déclarant";1
"déclarante";0
"décodeur";1
"décodeuse";0
"décolleteur";1
"décolleteuse";0
"décompteur";1
"décompteuse";0
"décontamineur";1
"décontamineuse";0
"décorateur";1
"décoratrice";0
"décortiqueur";1
"décortiqueuse";0
"découpeur";1
"découpeuse";0
"découvreur";1
"découvreuse";0
"décrasseur";1
"décrasseuse";0
"décrocheur";1
"décrocheuse";0
"dédoubleur";1
"dédoubleuse";0
"défenderesse";0
"défendeur";1
"défenseur";1
"défenseuse";0
"déforesteur";1
"déforesteuse";0
"déformeur";1
"déformeuse";0
"défourneur";1
"défourneuse";0
"dégauchisseur";1
"dégauchisseuse";0
"dégraisseur";1
"dégraisseuse";0
"dégrossisseur";1
"dégrossisseuse";0
"dégustateur";1
"dégustatrice";0
"délaineur";1
"délaineuse";0
"déligneur";1
"déligneuse";0
"demanderesse";0
"demandeur";1
"demandeuse";0
"démarcheur";1
"démarcheuse";0
"déménageur";1
"déménageuse";0
"démineur";1
"démineuse";0
"démonstrateur";1
"démonstratrice";0
"démonteur";1
"démonteuse";0
"démouleur";1
"démouleuse";0
"dentel";1
"denteleur";1
"denteleuse";0
"dentellière";0
"dépanneur";1
"dépanneuse";0
"départeur";1
"départeuse";0
"dépeceur";1
"dépeceuse";0
"dépensier";1
"dépensière";0
"dépileur";1
"dépileuse";0
"dépolisseur";1
"dépolisseuse";0
"dépoteur";1
"dépoteuse";0
"dépouilleur";1
"dépouilleuse";0
"dépoussiéreur";1
"dépoussiéreuse";0
"député";1
"députée";0
"dératiseur";1
"dératiseuse";0
"dérayeur";1
"dérayeuse";0
"dérocheur";1
"dérocheuse";0
"dérouleur";1
"dérouleuse";0
"dérusheur";1
"dérusheuse";0
"designer voir stylicien";1
"désinfecteur";1
"désinfectrice";0
"désinsectiseur";1
"désinsectiseuse";0
"désosseur";1
"désosseuse";0
"desserveur";1
"desserveuse";0
"dessinateur";1
"dessinatrice";0
"détacheur";1
"détacheuse";0
"détaillant";1
"détaillante";0
"détecteur";1
"détectrice";0
"détenteur";1
"détentrice";0
"développeur";1
"développeuse";0
"dévideur";1
"dévideuse";0
"deviseur";1
"deviseuse";0
"diaconnesse";0
"diacre";1
"diagnosticien";1
"diagnosticienne";0
"didacticien";1
"didacticienne";0
"diététicien";1
"diététicienne";0
"diffuseur";1
"diffuseuse";0
"dinandier";1
"dinandière";0
"diplômé";1
"diplômée";0
"directeur";1
"directrice";0
"dirigeant";1
"dirigeante";0
"disc-jockey";1
"disque jockey";1
"discompteur";1
"discompteuse";0
"dispatcheur";1
"dispatcheuse";0
"distillateur";1
"distillatrice";0
"distributeur";1
"distributrice";0
"docteur";1
"docteure";0
"doctorant";1
"doctorante";0
"doctoresse";0
"doleur";1
"doleuse";0
"domestique";0
"dominicain";1
"dominicaine";0
"domoticien";1
"domoticienne";0
"dompteur";1
"dompteuse";0
"donneur";1
"donneuse";0
"doreur";1
"doreuse";0
"doseur";1
"doseuse";0
"douanier";1
"douanière";0
"doubleur";1
"doubleuse";0
"doucisseur";1
"doucisseuse";0
"doyen";1
"doyenne";0
"drapier";1
"drapière";0
"dresseur";1
"dresseuse";0
"duc";1
"duchesse";0
"ébarbeur";1
"ébarbeuse";0
"ébardeur";1
"ébardeuse";0
"ébaucheur";1
"ébaucheuse";0
"ébavureur";1
"ébavureuse";0
"éboueur";1
"éboueuse";0
"écailler";1
"écaillère";0
"échafaudeur";1
"échafaudeuse";0
"échantillonneur";1
"échantillonneuse";0
"écharneur";1
"écharneuse";0
"échiniculteur";1
"échinicultrice";0
"éclateur";1
"éclateuse";0
"éclusier";1
"éclusière";0
"écorceur";1
"écorceuse";0
"écoutant";1
"écoutante";0
"écrivain";1
"écrivaine";0
"écuyer";1
"écuyère";0
"éditeur";1
"éditrice";0
"éducateur";1
"éducatrice";0
"effilocheur";1
"effilocheuse";0
"effleureur";1
"effleureuse";0
"égaliseur";1
"égaliseuse";0
"égoutier";1
"égoutière";0
"égreneur";1
"égreneuse";0
"élagueur";1
"élagueuse";0
"élanceur";1
"élanceuse";0
"élastiqueur";1
"élastiqueuse";0
"électeur";1
"électrice";0
"électricien";1
"électricienne";0
"électromazoutier";1
"électromazoutière";0
"électronicien";1
"électronicienne";0
"éleveur";1
"éleveuse";0
"élingueur";1
"élingueuse";0
"émailleur";1
"émailleuse";0
"emballeur";1
"emballeuse";0
"embaumeur";1
"embaumeuse";0
"embosseur";1
"embosseuse";0
"embouteilleur";1
"embouteilleuse";0
"emboutisseur";1
"emboutisseuse";0
"émetteur";1
"émettrice";0
"empailleur";1
"empailleuse";0
"empaqueteur";1
"empaqueteuse";0
"empâteur";1
"empâteuse";0
"empereur";1
"empileur";1
"empileuse";0
"employé";1
"employée";0
"employeur";1
"employeuse";0
"empoteur";1
"empoteuse";0
"encadreur";1
"encadreuse";0
"encageur";1
"encageuse";0
"encaisseur";1
"encaisseuse";0
"encartoucheur";1
"encartoucheuse";0
"encasteur";1
"encasteuse";0
"encimenteur";1
"encimenteuse";0
"encodeur";1
"encodeuse";0
"encolleur";1
"encolleuse";0
"endivier";1
"endivière";0
"enducteur";1
"enductrice";0
"enduiseur";1
"enduiseuse";0
"énergéticien";1
"énergéticienne";0
"enfileur";1
"enfileuse";0
"enfourneur";1
"enfourneuse";0
"engazonneur";1
"engazonneuse";0
"englobeur";1
"englobeuse";0
"engraisseur";1
"engraisseuse";0
"enliasseur";1
"enliasseuse";0
"enlumineur";1
"enlumineuse";0
"enquêteur";1
"enquêteuse";0
"enquêtrice";0
"enrouleur";1
"enrouleuse";0
"ensacheur";1
"ensacheuse";0
"enseignant";1
"enseignante";0
"ensemblier";1
"ensemblière";0
"ensileur";1
"ensileuse";0
"ensimeur";1
"ensimeuse";0
"entraineur";1
"entraineuse";0
"entremétier";1
"entremétière";0
"entrepreneur";1
"entrepreneure";0
"entringleur";1
"entringleuse";0
"épailleur";1
"épailleuse";0
"épépineur";1
"épépineuse";0
"épicier";1
"épicière";0
"éplucheur";1
"éplucheuse";0
"éprouveur";1
"éprouveuse";0
"épurateur";1
"épuratrice";0
"équarrisseur";1
"équarrisseuse";0
"équipementier";1
"équipementière";0
"équipier";1
"équipière";0
"ergolier";1
"ergolière";0
"escaliéteur";1
"escaliéteuse";0
"escrimeur";1
"escrimeuse";0
"espion";1
"espionne";0
"essayeur";1
"essayeuse";0
"essencier";1
"essencière";0
"essoreur";1
"essoreuse";0
"essuyeur";1
"essuyeuse";0
"estampeur";1
"estampeuse";0
"esthéticien";1
"esthéticienne";0
"estimateur";1
"estimatrice";0
"étager";1
"étagère";0
"étalonneur";1
"étalonneuse";0
"étalonnier";1
"étalonnière";0
"étameur";1
"étameuse";0
"étampeur";1
"étampeuse";0
"étancheur";1
"étancheuse";0
"étavillonneur";1
"étavillonneuse";0
"étayeur";1
"étayeuse";0
"étinceleur";1
"étinceleuse";0
"étiqueteur";1
"étiqueteuse";0
"étirageur";1
"étirageuse";0
"étireur";1
"étireuse";0
"étringleur";1
"étringleuse";0
"étudiant";1
"étudiante";0
"évaluateur";1
"évaluatrice";0
"évaporeur";1
"évaporeuse";0
"éviscérateur";1
"éviscératrice";0
"examinateur";1
"examinatrice";0
"exécuteur";1
"exécutrice";0
"exorciseur";1
"exorciseuse";0
"expéditeur";1
"expéditrice";0
"expérimentateur";1
"expérimentatrice";0
"expert";1
"experte";0
"exploitant";1
"exploitante";0
"exportateur";1
"exportatrice";0
"exprimeur";1
"exprimeuse";0
"extracteur";1
"extractrice";0
"extrudeur";1
"extrudeuse";0
"fabricant";1
"fabricante";0
"façadier";1
"façadière";0
"facilitateur";1
"facilitatrice";0
"façonneur";1
"façonneuse";0
"façonnier";1
"façonnière";0
"factrice";0
"facturier";1
"facturière";0
"faïencier";1
"faïencière";0
"farinier";1
"farinière";0
"fendeur";1
"fendeuse";0
"ferblantier";1
"ferblantière";0
"fermentateur";1
"fermentatrice";0
"fermenteur";1
"fermenteuse";0
"fermier";1
"fermière";0
"ferrailleur";1
"ferrailleuse";0
"ferreur";1
"ferreuse";0
"ferronnier";1
"ferronnière";0
"festonneur";1
"festonneuse";0
"feuillardier";1
"feuillardière";0
"feutrier";1
"feutrière";0
"figurant";1
"figurante";0
"fileur";1
"fileuse";0
"fileyeur";1
"fileyeuse";0
"filtreur";1
"filtreuse";0
"fineur";1
"fineuse";0
"finisseur";1
"finisseuse";0
"flaconnier";1
"flaconnière";0
"flasheur";1
"flasheuse";0
"floqueur";1
"floqueuse";0
"floriculteur";1
"floricultrice";0
"fluidicien";1
"fluidicienne";0
"fonceur";1
"fonceuse";0
"fondée";0
"fondeur";1
"fondeuse";0
"fontainier";1
"fontainière";0
"fontenier";1
"fontenière";0
"footballeur";1
"footballeuse";0
"forain";1
"foraine";0
"forestier";1
"forestière";0
"foreur";1
"foreuse";0
"forgeron";1
"forgeronne";0
"formateur";1
"formatrice";0
"formeur";1
"formeuse";0
"formier";1
"formière";0
"fossoyeur";1
"fossoyeuse";0
"fouleur";1
"fouleuse";0
"foulonnier";1
"foulonnière";0
"fournière";0
"fournisseur";1
"fournisseuse";0
"fourreur";1
"fourreuse";0
"fourrier";1
"fourrière";0
"fraiseur";1
"fraiseuse";0
"franchiseur";1
"franchiseuse";0
"franciscain";1
"franciscaine";0
"frappeur";1
"frappeuse";0
"freineur";1
"freineuse";0
"fripier";1
"fripière";0
"fromager";1
"fromagère";0
"fusilier";1
"fusilière";0
"gâcheur";1
"gâcheuse";0
"gainier";1
"gainière";0
"galvaniseur";1
"galvaniseuse";0
"gamin";1
"gamine";0
"gantier";1
"gantière";0
"garçon";1
"gardian";1
"gardiane";0
"gardien";1
"gardienne";0
"gareur";1
"gareuse";0
"garnisseur";1
"garnisseuse";0
"gaufreur";1
"gaufreuse";0
"gaveur";1
"gaveuse";0
"gazier";1
"gazière";0
"gemmeur";1
"gemmeuse";0
"généticien";1
"généticienne";0
"geôlier";1
"geôlière";0
"gérant";1
"gérante";0
"giletier";1
"giletière";0
"glaceur";1
"glaceuse";0
"glacier";1
"glacière";0
"goémonier";1
"goémonière";0
"golfeur";1
"golfeuse";0
"gondolier";1
"gondolière";0
"gouacheur";1
"gouacheuse";0
"goudronneur";1
"goudronneuse";0
"gouteur";1
"gouteuse";0
"gouvernant";1
"gouvernante";0
"gouverneur";1
"gouverneure";0
"gradeur";1
"gradeuse";0
"gradueur";1
"gradueuse";0
"grainetier";1
"grainetière";0
"grainier";1
"grainière";0
"graisseur";1
"graisseuse";0
"grammairien";1
"grammairienne";0
"gratteur";1
"gratteuse";0
"gravatier";1
"gravatière";0
"graveur";1
"graveuse";0
"gravillonneur";1
"gravillonneuse";0
"gréeur";1
"gréeuse";0
"greffeur";1
"greffeuse";0
"greffier";1
"greffière";0
"grenailleur";1
"grenailleuse";0
"griffeur";1
"griffeuse";0
"grignoteur";1
"grignoteuse";0
"grillardin";1
"grillardine";0
"grimpeur";1
"grimpeuse";0
"grutier";1
"grutière";0
"guérisseur";1
"guérisseuse";0
"guichetier";1
"guichetière";0
"guillocheur";1
"guillocheuse";0
"guillotineur";1
"guillotineuse";0
"guimpier";1
"guimpière";0
"guipurier";1
"guipurière";0
"guniteur";1
"guniteuse";0
"gutteur";1
"gutteuse";0
"habilleur";1
"habilleuse";0
"hacheur";1
"hacheuse";0
"handballeur";1
"handballeuse";0
"héliciculteur";1
"hélicicultrice";0
"her";1
"herbager";1
"herbagère";0
"herscheuse";0
"historien";1
"historienne";0
"hockeyeur";1
"hockeyeuse";0
"hongroyeur";1
"hongroyeuse";0
"horloger";1
"horlogère";0
"horticulteur";1
"horticultrice";0
"hospitalier";1
"hospitalière";0
"hôte";1
"hôtelier";1
"hôtelière";0
"hôtesse";0
"hôtesse";0
"houblonnier";1
"houblonnière";0
"huileur";1
"huileuse";0
"huilier";1
"huilière";0
"huissier";1
"huissière";0
"huitrier";1
"huitrière";0
"hydraulicien";1
"hydraulicienne";0
"hydrodynamicien";1
"hydrodynamicienne";0
"hypnotiseur";1
"hypnotiseuse";0
"identificateur";1
"identificatrice";0
"illuminateur";1
"illuminatrice";0
"illustrateur";1
"illustratrice";0
